satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
2,4,2,2,4,3,E_712,3,Non,12 %,712,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,80,12,2,2,Non,0,3,1,2,1,Marketing,Y,Occasionnel,2,2
4,4,2,4,2,3,E_714,4,Oui,20 %,714,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,5,Non,2,3,1,3,1,Transformation Digitale,Y,Frequent,0,4
4,4,1,4,1,3,E_715,3,Non,17 %,715,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,80,4,1,0,Non,0,2,1,10,2,Infra & Cloud,Y,Occasionnel,0,0
4,4,1,3,3,3,E_716,3,Oui,11 %,716,50,M,3221,Marié(e),Consulting,Consultant,1,80,20,20,8,Non,3,3,1,28,1,Transformation Digitale,Y,Occasionnel,3,8
4,2,3,2,2,4,E_717,3,Non,14 %,717,34,F,8621,Célibataire,Consulting,Manager,1,80,9,8,7,Non,0,3,1,9,3,Transformation Digitale,Y,Occasionnel,7,7
1,3,2,3,1,3,E_720,3,Non,14 %,720,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,80,4,2,2,Oui,0,3,1,3,2,Infra & Cloud,Y,Occasionnel,2,0
4,2,2,3,1,3,E_721,3,Non,11 %,721,39,F,4553,Célibataire,Consulting,Manager,1,80,20,20,7,Non,0,4,1,2,4,Entrepreunariat,Y,Occasionnel,11,10
4,3,2,4,4,2,E_722,3,Non,12 %,722,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Non,0,2,1,10,3,Marketing,Y,Occasionnel,0,8
2,3,2,3,1,3,E_723,3,Oui,14 %,723,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,80,18,4,3,Oui,1,4,1,8,2,Entrepreunariat,Y,Frequent,1,3
2,4,2,4,3,2,E_724,3,Non,13 %,724,38,F,7625,Célibataire,Consulting,Manager,0,80,10,9,7,Non,0,4,1,1,4,Infra & Cloud,Y,Occasionnel,1,8
3,3,3,1,4,3,E_725,3,Non,11 %,725,27,F,7412,Marié(e),Consulting,Tech Lead,1,80,9,9,7,Non,0,3,1,1,2,Infra & Cloud,Y,Occasionnel,0,7
3,3,3,4,4,3,E_727,3,Non,15 %,727,32,F,11159,Célibataire,Consulting,Directeur Technique,3,80,10,7,7,Non,0,6,1,3,2,Infra & Cloud,Y,Occasionnel,7,7
4,3,2,1,4,3,E_728,3,Non,12 %,728,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,80,20,7,7,Non,0,2,1,14,4,Marketing,Y,Occasionnel,1,7
4,2,3,1,3,3,E_729,4,Oui,21 %,729,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,80,20,18,13,Non,1,2,1,5,4,Infra & Cloud,Y,Frequent,1,12
3,4,4,3,3,3,E_730,3,Non,19 %,730,53,M,14814,Marié(e),Consulting,Directeur Technique,3,80,32,5,1,Non,0,3,1,7,3,Infra & Cloud,Y,Occasionnel,1,3
2,2,5,4,2,2,E_731,3,Non,15 %,731,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,80,23,21,6,Non,3,2,1,10,4,Ressources Humaines,Y,Occasionnel,12,6
1,3,2,1,4,3,E_732,3,Non,14 %,732,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,80,10,2,2,Non,0,1,1,16,4,Marketing,Y,Occasionnel,2,2
4,3,3,1,3,2,E_733,4,Non,21 %,733,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,Non,2,4,1,10,2,Infra & Cloud,Y,Frequent,1,7
4,2,5,3,2,3,E_734,3,Non,12 %,734,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,80,22,22,7,Non,1,3,1,1,3,Ressources Humaines,Y,Occasionnel,2,10
4,3,1,2,4,3,E_738,3,Non,15 %,738,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,80,4,2,2,Non,1,2,1,8,4,Marketing,Y,Occasionnel,2,2
1,1,1,2,4,3,E_741,3,Oui,13 %,741,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,80,10,7,7,Oui,0,4,1,1,2,Infra & Cloud,Y,Occasionnel,3,7
1,4,3,1,1,3,E_742,3,Non,14 %,742,36,F,11713,Marié(e),Consulting,Directeur Technique,9,80,10,8,7,Non,1,2,1,8,3,Infra & Cloud,Y,Aucun,0,5
3,3,3,3,4,4,E_743,3,Oui,14 %,743,38,F,7861,Célibataire,Consulting,Tech Lead,4,80,10,1,0,Non,0,4,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
1,1,1,3,3,3,E_744,3,Non,14 %,744,44,M,3708,Célibataire,Consulting,Consultant,2,80,9,5,2,Non,0,5,1,24,3,Transformation Digitale,Y,Aucun,1,4
4,3,4,3,4,2,E_746,3,Oui,12 %,746,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,80,28,22,2,Non,2,2,1,3,3,Transformation Digitale,Y,Frequent,11,13
3,3,2,4,4,2,E_747,4,Non,23 %,747,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,80,10,8,7,Non,1,2,1,27,5,Marketing,Y,Occasionnel,7,7
3,3,1,3,3,3,E_749,3,Non,11 %,749,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,Non,0,6,1,10,3,Infra & Cloud,Y,Occasionnel,0,0
3,4,1,3,4,3,E_752,3,Oui,12 %,752,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,80,7,2,2,Oui,0,2,1,19,3,Transformation Digitale,Y,Frequent,2,2
4,2,2,4,3,3,E_754,3,Non,18 %,754,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,80,7,2,2,Non,1,5,1,15,3,Infra & Cloud,Y,Frequent,2,2
2,3,2,3,4,3,E_757,3,Non,11 %,757,34,F,6142,Célibataire,Consulting,Manager,3,80,10,5,1,Non,0,2,1,8,2,Transformation Digitale,Y,Occasionnel,4,3
2,3,1,1,4,4,E_758,3,Non,14 %,758,23,M,2500,Marié(e),Consulting,Consultant,1,80,5,4,3,Non,1,2,1,9,1,Transformation Digitale,Y,Occasionnel,0,2
3,4,2,2,3,1,E_760,3,Non,15 %,760,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,80,12,8,3,Non,1,3,1,3,3,Ressources Humaines,Y,Occasionnel,3,6
3,3,4,4,3,2,E_762,3,Non,11 %,762,56,M,11103,Marié(e),Consulting,Manager,7,80,30,10,7,Non,0,1,1,9,3,Transformation Digitale,Y,Occasionnel,1,1
4,2,1,4,4,2,E_763,4,Oui,20 %,763,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2,Non,0,2,1,2,1,Transformation Digitale,Y,Occasionnel,2,3
4,2,2,1,1,1,E_764,3,Non,19 %,764,27,F,6811,Célibataire,Consulting,Manager,8,80,9,7,6,Non,0,2,1,7,3,Transformation Digitale,Y,Occasionnel,0,7
4,3,1,2,4,3,E_766,3,Non,14 %,766,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,80,2,2,2,Non,2,2,1,10,3,Marketing,Y,Occasionnel,2,2
4,3,2,4,4,3,E_769,3,Non,17 %,769,53,M,2450,Célibataire,Consulting,Consultant,2,80,19,2,2,Non,0,4,1,6,3,Infra & Cloud,Y,Occasionnel,2,2
4,3,2,1,1,4,E_771,3,Non,11 %,771,35,F,5093,Divorcé(e),Consulting,Manager,2,80,16,1,0,Non,1,2,1,2,4,Infra & Cloud,Y,Aucun,0,0
1,3,2,4,4,3,E_772,3,Non,15 %,772,32,M,5309,Marié(e),Consulting,Consultant,1,80,10,10,8,Non,2,2,1,24,4,Infra & Cloud,Y,Frequent,4,7
4,3,1,3,2,1,E_773,3,Oui,13 %,773,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,80,6,1,0,Non,1,0,1,2,5,Transformation Digitale,Y,Occasionnel,0,1
2,3,2,1,3,3,E_775,3,Non,14 %,775,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,80,7,0,0,Non,1,3,1,8,5,Infra & Cloud,Y,Occasionnel,0,0
3,2,4,1,1,4,E_776,3,Non,11 %,776,52,M,16856,Marié(e),Commercial,Senior Manager,1,80,34,34,6,Non,0,3,1,3,4,Marketing,Y,Occasionnel,1,16
4,3,1,4,3,2,E_780,3,Oui,13 %,780,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,80,10,10,9,Oui,0,2,1,1,4,Autre,Y,Occasionnel,7,8
3,3,2,4,2,2,E_781,4,Non,23 %,781,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,Non,0,5,1,26,1,Transformation Digitale,Y,Occasionnel,1,4
2,1,2,3,1,3,E_783,3,Non,13 %,783,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,80,9,8,7,Non,0,3,1,2,2,Entrepreunariat,Y,Occasionnel,3,1
1,4,1,3,4,3,E_784,3,Non,18 %,784,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,Non,0,3,1,10,1,Transformation Digitale,Y,Occasionnel,0,2
2,4,2,3,4,3,E_785,3,Oui,12 %,785,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,80,8,5,4,Oui,0,2,1,27,2,Infra & Cloud,Y,Frequent,1,3
4,3,2,4,3,3,E_786,4,Non,22 %,786,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,Non,0,5,1,2,3,Autre,Y,Occasionnel,1,4
4,3,5,1,4,3,E_787,3,Oui,13 %,787,55,M,19859,Marié(e),Consulting,Senior Manager,5,80,24,5,2,Oui,1,2,1,2,3,Transformation Digitale,Y,Occasionnel,1,4
1,2,3,1,2,3,E_789,3,Non,15 %,789,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Non,0,1,1,8,4,Infra & Cloud,Y,Aucun,0,9
4,3,1,4,1,3,E_791,3,Non,18 %,791,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,80,5,4,3,Non,1,3,1,19,4,Transformation Digitale,Y,Aucun,1,2
1,1,1,4,1,3,E_792,3,Non,14 %,792,26,F,4364,Divorcé(e),Consulting,Consultant,3,80,5,2,2,Non,1,2,1,1,2,Infra & Cloud,Y,Frequent,2,0
2,3,2,3,1,2,E_793,3,Non,12 %,793,29,F,4335,Marié(e),Consulting,Manager,4,80,11,8,7,Non,1,3,1,27,3,Transformation Digitale,Y,Occasionnel,1,1
4,2,2,1,3,2,E_796,3,Non,17 %,796,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,80,6,4,3,Oui,0,2,1,8,3,Entrepreunariat,Y,Occasionnel,1,2
2,4,1,4,3,3,E_797,3,Non,16 %,797,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,80,10,4,2,Non,0,2,1,1,4,Infra & Cloud,Y,Occasionnel,1,3
4,3,2,1,2,3,E_799,3,Oui,11 %,799,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,80,9,5,3,Non,2,4,1,19,4,Transformation Digitale,Y,Occasionnel,1,4
3,3,2,4,2,3,E_800,3,Non,19 %,800,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,Non,1,3,1,8,1,Marketing,Y,Frequent,1,1
4,3,1,1,2,2,E_802,3,Oui,13 %,802,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3,Non,2,3,1,10,1,Infra & Cloud,Y,Occasionnel,4,3
1,4,2,1,4,3,E_803,3,Oui,12 %,803,38,F,5980,Célibataire,Consulting,Tech Lead,6,80,17,15,7,Non,0,2,1,2,4,Infra & Cloud,Y,Frequent,4,12
3,2,1,1,3,3,E_804,3,Non,11 %,804,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,Non,0,3,1,2,4,Transformation Digitale,Y,Occasionnel,1,3
1,3,1,4,2,2,E_805,3,Non,16 %,805,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,80,3,3,2,Non,1,1,1,8,4,Infra & Cloud,Y,Occasionnel,0,2
4,1,1,3,3,3,E_806,4,Non,21 %,806,30,M,3833,Marié(e),Consulting,Consultant,3,80,7,2,2,Non,2,2,1,1,3,Infra & Cloud,Y,Occasionnel,0,2
3,4,2,2,4,3,E_807,4,Non,24 %,807,40,F,4244,Marié(e),Consulting,Manager,1,80,8,8,7,Non,1,2,1,2,2,Transformation Digitale,Y,Frequent,3,7
3,3,2,1,2,3,E_808,3,Non,17 %,808,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,80,6,3,2,Non,1,1,1,8,2,Infra & Cloud,Y,Occasionnel,1,2
2,3,5,4,2,2,E_809,3,Non,13 %,809,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,80,24,24,7,Non,1,4,1,8,3,Infra & Cloud,Y,Frequent,14,9
3,4,1,1,3,3,E_811,4,Oui,21 %,811,23,M,1601,Marié(e),Consulting,Consultant,1,80,1,0,0,Oui,2,2,1,6,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,1,2,3,3,E_812,3,Non,11 %,812,24,M,2694,Divorcé(e),Consulting,Consultant,1,80,1,1,0,Non,3,4,1,9,3,Infra & Cloud,Y,Aucun,0,0
4,3,2,3,2,3,E_813,4,Non,20 %,813,52,F,3149,Marié(e),Consulting,Consultant,8,80,9,5,2,Non,1,3,1,11,4,Infra & Cloud,Y,Occasionnel,1,4
3,3,4,3,4,3,E_815,3,Non,16 %,815,50,M,17639,Marié(e),Consulting,Directeur Technique,5,80,30,4,3,Non,0,3,1,2,3,Transformation Digitale,Y,Occasionnel,0,3
2,2,1,1,4,3,E_816,3,Oui,11 %,816,29,F,2319,Marié(e),Consulting,Consultant,1,80,1,1,0,Oui,1,1,1,1,2,Infra & Cloud,Y,Occasionnel,0,0
3,3,3,3,4,4,E_817,3,Non,11 %,817,33,M,11691,Marié(e),Consulting,Directeur Technique,0,80,14,13,9,Non,0,3,1,7,3,Transformation Digitale,Y,Occasionnel,3,7
1,3,2,1,3,3,E_819,3,Non,15 %,819,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,80,6,3,2,Oui,0,3,1,16,3,Marketing,Y,Occasionnel,0,2
3,3,4,4,3,2,E_820,3,Oui,11 %,820,47,F,16752,Marié(e),Consulting,Senior Manager,1,80,26,26,14,Non,1,3,1,2,2,Autre,Y,Occasionnel,3,0
3,3,2,2,1,3,E_823,3,Non,15 %,823,36,F,5228,Marié(e),Consulting,Tech Lead,0,80,10,9,7,Non,1,2,1,1,3,Autre,Y,Occasionnel,0,5
3,4,1,3,3,3,E_824,4,Non,24 %,824,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,80,10,10,7,Non,1,3,1,23,2,Infra & Cloud,Y,Occasionnel,0,7
4,3,5,2,4,3,E_825,3,Oui,12 %,825,58,M,19246,Célibataire,Consulting,Directeur Technique,7,80,40,31,15,Oui,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,13,8
4,4,1,3,3,3,E_826,3,Non,13 %,826,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,80,7,2,2,Non,0,0,1,1,4,Infra & Cloud,Y,Occasionnel,2,2
4,2,2,4,4,3,E_827,3,Oui,13 %,827,42,F,6062,Marié(e),Consulting,Tech Lead,9,80,8,4,3,Non,1,4,1,1,2,Infra & Cloud,Y,Occasionnel,0,2
3,3,1,3,4,2,E_828,3,Non,17 %,828,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,80,5,2,2,Oui,0,3,1,2,4,Transformation Digitale,Y,Occasionnel,2,1
3,3,1,2,2,3,E_829,3,Non,13 %,829,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,80,8,5,2,Non,1,2,1,13,3,Ressources Humaines,Y,Occasionnel,0,4
3,2,2,3,3,3,E_830,3,Non,12 %,830,32,F,6162,Marié(e),Consulting,Tech Lead,1,80,14,14,13,Non,1,3,1,4,3,Infra & Cloud,Y,Occasionnel,6,8
1,2,2,3,4,3,E_832,3,Non,14 %,832,40,M,5094,Célibataire,Consulting,Consultant,6,80,10,1,0,Non,0,6,1,16,4,Transformation Digitale,Y,Frequent,0,0
3,2,2,4,2,2,E_833,4,Oui,24 %,833,30,F,6877,Célibataire,Consulting,Tech Lead,5,80,12,0,0,Non,0,4,1,2,3,Transformation Digitale,Y,Occasionnel,0,0
2,2,1,3,4,3,E_834,3,Non,14 %,834,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,Non,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,0,0
2,3,2,2,4,2,E_836,3,Non,13 %,836,42,M,4434,Marié(e),Consulting,Tech Lead,1,80,10,9,8,Non,1,3,1,29,3,Infra & Cloud,Y,Occasionnel,7,8
1,2,2,1,3,2,E_837,3,Non,15 %,837,38,M,6288,Divorcé(e),Consulting,Manager,2,80,13,4,3,Non,1,3,1,12,3,Infra & Cloud,Y,Frequent,1,2
3,2,1,4,3,3,E_838,3,Non,16 %,838,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,80,6,5,2,Non,0,3,1,16,4,Infra & Cloud,Y,Frequent,1,3
3,3,3,4,1,4,E_840,3,Non,18 %,840,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,80,9,9,8,Oui,2,3,1,11,3,Marketing,Y,Occasionnel,7,7
3,3,2,4,3,2,E_842,3,Non,16 %,842,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,80,12,9,7,Oui,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,7,3
2,3,4,1,3,3,E_843,4,Non,24 %,843,43,M,17159,Marié(e),Consulting,Directeur Technique,6,80,22,4,1,Non,1,3,1,14,2,Infra & Cloud,Y,Occasionnel,1,0
3,2,3,4,2,3,E_844,3,Oui,16 %,844,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,80,9,9,8,Non,1,3,1,5,1,Entrepreunariat,Y,Occasionnel,0,8
3,3,3,3,2,4,E_845,4,Non,21 %,845,35,M,10221,Célibataire,Consulting,Tech Lead,3,80,17,8,5,Non,0,3,1,7,3,Autre,Y,Occasionnel,1,6
2,3,2,2,1,3,E_846,4,Oui,20 %,846,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7,Non,0,2,1,2,4,Marketing,Y,Occasionnel,7,5
3,3,1,4,3,1,E_847,3,Non,19 %,847,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2,Non,1,1,1,3,2,Ressources Humaines,Y,Occasionnel,0,2
3,2,1,3,1,3,E_848,3,Oui,14 %,848,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,Oui,1,2,1,5,2,Transformation Digitale,Y,Frequent,1,7
4,3,1,4,3,2,E_850,3,Non,11 %,850,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,80,0,0,0,Non,3,6,1,3,3,Transformation Digitale,Y,Aucun,0,0
1,3,4,3,3,2,E_851,3,Non,14 %,851,51,F,16307,Marié(e),Commercial,Senior Manager,2,80,29,20,6,Non,1,2,1,26,4,Marketing,Y,Occasionnel,4,17
4,3,2,2,4,2,E_852,3,Non,12 %,852,44,M,5933,Célibataire,Consulting,Manager,9,80,10,5,2,Non,0,2,1,4,3,Transformation Digitale,Y,Occasionnel,2,3
1,4,1,1,3,2,E_854,3,Non,13 %,854,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,80,6,4,3,Non,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,0,1
1,4,2,1,1,3,E_855,4,Non,22 %,855,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,80,9,9,8,Non,1,5,1,1,3,Transformation Digitale,Y,Occasionnel,0,8
3,2,1,1,4,2,E_856,3,Non,11 %,856,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,Non,0,3,1,27,1,Transformation Digitale,Y,Occasionnel,1,1
2,3,2,4,4,2,E_857,3,Oui,14 %,857,36,M,6201,Marié(e),Commercial,Cadre Commercial,1,80,18,18,14,Non,1,1,1,1,2,Infra & Cloud,Y,Occasionnel,4,11
2,3,2,4,3,2,E_859,3,Non,11 %,859,32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,80,8,5,2,Non,1,3,1,13,4,Infra & Cloud,Y,Occasionnel,0,3
2,2,1,4,2,2,E_861,3,Non,12 %,861,30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,80,10,5,4,Non,1,3,1,5,4,Infra & Cloud,Y,Frequent,0,3
1,2,3,4,4,3,E_862,3,Oui,18 %,862,53,F,10934,Marié(e),Commercial,Cadre Commercial,7,80,35,5,2,Non,1,3,1,7,2,Marketing,Y,Occasionnel,0,4
4,3,3,1,3,3,E_864,3,Oui,12 %,864,45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,80,18,5,4,Non,1,2,1,9,3,Marketing,Y,Occasionnel,0,2
3,4,2,3,3,2,E_865,3,Non,12 %,865,32,F,5175,Marié(e),Consulting,Assistant de Direction,5,80,9,5,3,Non,1,3,1,8,2,Transformation Digitale,Y,Occasionnel,1,3
3,2,4,4,3,3,E_867,4,Non,22 %,867,52,F,13826,Marié(e),Consulting,Tech Lead,3,80,31,9,8,Non,0,3,1,25,4,Transformation Digitale,Y,Frequent,0,0
4,2,2,3,4,3,E_868,3,Non,19 %,868,37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,80,9,1,0,Non,2,2,1,16,4,Marketing,Y,Occasionnel,0,0
2,2,1,4,4,3,E_869,3,Non,13 %,869,28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,80,6,5,1,Non,1,6,1,8,2,Transformation Digitale,Y,Occasionnel,0,4
4,2,2,4,1,1,E_872,4,Non,22 %,872,22,M,4775,Marié(e),Consulting,Tech Lead,6,80,4,2,2,Non,2,2,1,1,2,Infra & Cloud,Y,Occasionnel,2,2
1,4,1,4,3,2,E_874,4,Oui,24 %,874,44,M,2818,Marié(e),Consulting,Consultant,2,80,10,3,2,Non,1,2,1,8,4,Infra & Cloud,Y,Occasionnel,0,2
2,3,1,4,4,3,E_875,3,Oui,14 %,875,42,M,2515,Célibataire,Consulting,Assistant de Direction,5,80,8,2,1,Non,0,2,1,2,1,Transformation Digitale,Y,Frequent,2,2
1,2,1,1,3,3,E_878,4,Non,21 %,878,36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,80,6,5,4,Non,0,3,1,8,3,Infra & Cloud,Y,Occasionnel,0,3
3,3,2,1,4,3,E_879,3,Oui,18 %,879,25,M,4194,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3,Non,0,3,1,3,1,Autre,Y,Occasionnel,0,3
4,2,3,3,2,3,E_880,4,Oui,20 %,880,35,F,10685,Marié(e),Consulting,Tech Lead,1,80,17,17,14,Non,1,2,1,9,3,Infra & Cloud,Y,Occasionnel,5,15
4,3,1,2,1,2,E_881,3,Oui,19 %,881,35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,2,Oui,1,3,1,25,4,Infra & Cloud,Y,Frequent,7,8
4,3,1,4,2,3,E_882,3,Non,12 %,882,32,M,2314,Divorcé(e),Consulting,Consultant,0,80,4,3,0,Non,1,2,1,1,3,Infra & Cloud,Y,Aucun,0,2
3,2,2,1,1,4,E_885,3,Non,12 %,885,25,M,4256,Marié(e),Commercial,Cadre Commercial,1,80,5,5,2,Non,0,1,1,4,1,Marketing,Y,Occasionnel,0,3
3,3,1,1,2,3,E_887,3,Non,16 %,887,49,F,3580,Marié(e),Consulting,Assistant de Direction,2,80,7,4,2,Non,1,2,1,1,3,Entrepreunariat,Y,Occasionnel,0,2
1,2,1,4,4,2,E_888,3,Non,17 %,888,24,M,3162,Marié(e),Consulting,Consultant,0,80,6,5,2,Non,0,2,1,4,1,Infra & Cloud,Y,Aucun,3,4
2,3,2,2,4,3,E_889,3,Non,14 %,889,32,M,6524,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,1,3,1,5,2,Infra & Cloud,Y,Frequent,5,3
2,2,1,2,4,3,E_893,3,Non,19 %,893,38,M,2899,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,Non,1,3,1,9,3,Marketing,Y,Occasionnel,1,2
3,4,2,4,2,2,E_894,3,Oui,13 %,894,42,F,5231,Marié(e),Consulting,Consultant,2,80,17,5,3,Non,1,1,1,3,3,Infra & Cloud,Y,Occasionnel,1,3
4,3,1,4,2,3,E_895,3,Oui,19 %,895,31,M,2356,Marié(e),Consulting,Assistant de Direction,3,80,8,6,4,Non,1,2,1,11,4,Infra & Cloud,Y,Occasionnel,0,2
2,2,1,3,3,3,E_896,3,Oui,19 %,896,29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,80,5,3,2,Oui,3,3,1,1,3,Transformation Digitale,Y,Occasionnel,0,2
1,3,4,4,3,3,E_897,3,Non,14 %,897,53,M,11836,Marié(e),Commercial,Cadre Commercial,5,80,28,2,0,Non,1,3,1,8,3,Marketing,Y,Occasionnel,2,2
4,2,3,2,1,3,E_899,3,Non,16 %,899,35,M,10903,Marié(e),Consulting,Tech Lead,3,80,16,13,10,Non,0,2,1,25,3,Entrepreunariat,Y,Occasionnel,4,8
3,3,1,4,2,3,E_900,3,Non,15 %,900,37,F,2973,Marié(e),Commercial,Représentant Commercial,5,80,10,5,4,Non,1,3,1,21,2,Transformation Digitale,Y,Frequent,0,0
4,3,4,4,3,3,E_901,3,Non,18 %,901,53,F,14275,Célibataire,Consulting,Directeur Technique,6,80,33,12,9,Non,0,0,1,23,4,Infra & Cloud,Y,Occasionnel,3,8
4,3,2,4,2,2,E_902,3,Non,13 %,902,43,F,5562,Marié(e),Consulting,Manager,4,80,12,5,2,Non,1,2,1,1,3,Infra & Cloud,Y,Frequent,2,2
3,3,2,4,1,3,E_903,4,Oui,22 %,903,47,F,4537,Marié(e),Commercial,Cadre Commercial,0,80,8,7,6,Non,1,2,1,2,2,Marketing,Y,Occasionnel,7,7
1,3,3,2,4,3,E_904,3,Oui,13 %,904,37,M,7642,Célibataire,Commercial,Cadre Commercial,1,80,10,10,0,Non,0,2,1,19,2,Transformation Digitale,Y,Aucun,0,9
1,3,4,1,4,3,E_905,3,Non,11 %,905,50,M,17924,Divorcé(e),Consulting,Senior Manager,1,80,31,31,6,Non,1,3,1,2,4,Infra & Cloud,Y,Aucun,14,7
4,2,2,4,3,3,E_909,3,Non,11 %,909,39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,80,13,5,4,Non,2,2,1,2,3,Infra & Cloud,Y,Occasionnel,0,4
4,3,1,2,3,4,E_910,3,Oui,11 %,910,33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,80,7,4,3,Non,1,4,1,3,2,Ressources Humaines,Y,Occasionnel,0,3
1,3,1,4,3,1,E_911,4,Oui,24 %,911,32,M,2795,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,2,1,25,4,Infra & Cloud,Y,Occasionnel,0,1
1,2,1,4,3,3,E_912,3,Non,14 %,912,29,F,2532,Divorcé(e),Consulting,Consultant,6,80,8,4,3,Non,3,5,1,7,1,Transformation Digitale,Y,Occasionnel,0,3
